time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1742264458.25705004,0.02110346,13707,0.00200488,0.00000000,0,0.00000000,76904,77105,588,0.00273843
1742264458.35595298,0.02199590,13667,0.00253716,0.00000000,0,0.00000000,77105,77215,587,0.00275407
1742264458.45604110,0.01894848,13653,0.00207041,0.00000000,0,0.00000000,77215,77467,659,0.00300724
1742264458.55687499,0.01970532,13635,0.00214948,0.00000000,0,0.00000000,77467,77563,578,0.00298423
1742264458.65661907,0.02153039,13607,0.00290051,0.00000000,0,0.00000000,77563,77651,666,0.00313559
1742264458.75647712,0.01935387,13633,0.00191257,0.00000000,0,0.00000000,77651,77830,570,0.00281933
1742264458.85641909,0.02197363,13655,0.00235923,0.00000000,0,0.00000000,77830,78042,652,0.00253238
1742264458.95629406,0.02081285,13627,0.00282822,0.00000000,0,0.00000000,78042,78348,872,0.00296494
1742264459.05605412,0.02216218,13603,0.00290397,0.00000000,0,0.00000000,78348,78436,609,0.00292193
1742264459.15623093,0.01953601,13629,0.00261565,0.00000000,0,0.00000000,78436,78626,603,0.00307468
1742264459.25616193,0.01961579,13652,0.00242446,0.00000000,0,0.00000000,78626,78759,576,0.00286548
1742264459.35715795,0.02033546,13633,0.00242672,0.00000000,0,0.00000000,78759,78919,600,0.00271848
1742264459.45605612,0.02241500,13616,0.00248645,0.00000000,0,0.00000000,78919,79193,727,0.00285341
1742264459.55694699,0.02294758,13624,0.00281316,0.00000000,0,0.00000000,79193,79355,597,0.00275473
1742264459.65661693,0.02293841,13638,0.00283064,0.00000000,0,0.00000000,79355,79531,577,0.00272771
1742264459.75669098,0.02259173,13628,0.00244417,0.00000000,0,0.00000000,79531,79632,561,0.00280010
1742264459.85646701,0.02311838,13604,0.00233068,0.00000000,0,0.00000000,79632,79884,594,0.00297604
1742264459.95630503,0.01935846,13625,0.00206837,0.00000000,0,0.00000000,79884,79994,541,0.00272431
1742264460.05635810,0.02019780,13635,0.00250868,0.00000000,0,0.00000000,79994,80106,606,0.00278424
1742264460.15645695,0.01980667,13611,0.00183225,0.00000000,0,0.00000000,80106,80299,545,0.00293597
1742264460.25643110,0.02626770,13617,0.00265576,0.00000000,0,0.00000000,80299,80404,517,0.00255566
1742264460.35628510,0.02467296,13625,0.00226023,0.00000000,0,0.00000000,80404,80622,575,0.00296472
1742264460.45637202,0.02885821,13617,0.00260034,0.00000000,0,0.00000000,80622,80825,612,0.00274727
1742264460.55699205,0.02443221,13597,0.00223424,0.00000000,0,0.00000000,80825,81001,624,0.00287383
1742264460.65693593,0.02470722,13623,0.00258679,0.00000000,0,0.00000000,81001,81128,583,0.00277763
1742264460.75683594,0.02635064,13607,0.00248762,0.00000000,0,0.00000000,81128,81224,486,0.00298592
1742264460.85685706,0.02514357,13583,0.00190309,0.00000000,0,0.00000000,81224,80956,506,0.00275807
1742264460.95648193,0.02484401,13640,0.00199330,0.00000000,0,0.00000000,80956,81188,581,0.00429242
1742264461.05633903,0.02400354,13641,0.00202469,0.00000000,0,0.00000000,81188,81440,625,0.00276788
1742264461.15630388,0.02318665,13630,0.00203625,0.00000000,0,0.00000000,81440,81637,599,0.00365972
1742264461.25713110,0.02117874,13681,0.00243244,0.00000000,0,0.00000000,81637,81791,573,0.00292338
1742264461.35666609,0.02116272,13671,0.00260892,0.00000000,0,0.00000000,81791,81917,576,0.00280771
1742264461.45662308,0.01997148,13687,0.00271269,0.00000000,0,0.00000000,81282,81576,638,0.00277767
1742264461.55654907,0.02252170,13685,0.00213511,0.00000000,0,0.00000000,81576,81866,659,0.00293916
1742264461.65656209,0.02283280,13686,0.00223145,0.00000000,0,0.00000000,81866,82087,617,0.00280231
1742264461.75654292,0.02785697,13674,0.00365422,0.00000000,0,0.00000000,82087,82123,540,0.00273850
1742264461.85645390,0.02174126,13675,0.00197237,0.00000000,0,0.00000000,82123,82279,533,0.00277931
1742264461.95637989,0.01908198,13678,0.00180813,0.00000000,0,0.00000000,82279,82384,480,0.00294641
1742264462.05610991,0.02113988,13700,0.00287537,0.00000000,0,0.00000000,82384,82687,736,0.00282798
1742264462.15692091,0.01952732,13641,0.00224232,0.00000000,0,0.00000000,82687,82998,702,0.00289723
1742264462.25645590,0.01927713,13667,0.00210406,0.00000000,0,0.00000000,82998,83212,623,0.00284937
1742264462.35634303,0.02013969,13697,0.00321502,0.00000000,0,0.00000000,83212,83389,771,0.00290003
1742264462.45617294,0.02280576,13705,0.00265160,0.00000000,0,0.00000000,83389,83609,542,0.00273072
1742264462.55698395,0.01967726,13709,0.00206751,0.00000000,0,0.00000000,83609,83784,584,0.00280173
1742264462.65696812,0.01890148,13687,0.00172105,0.00000000,0,0.00000000,83784,83925,476,0.00276747
1742264462.75687909,0.01899024,13708,0.00182567,0.00000000,0,0.00000000,83925,84112,545,0.00258456
1742264462.85650301,0.01929323,13715,0.00195180,0.00000000,0,0.00000000,84112,84261,540,0.00251024
1742264462.95655990,0.01882238,13729,0.00174154,0.00000000,0,0.00000000,84261,84388,487,0.00313997
1742264463.05638194,0.02020745,13712,0.00200212,0.00000000,0,0.00000000,84388,84608,530,0.00266212
1742264463.15621495,0.02029363,13728,0.00220856,0.00000000,0,0.00000000,84608,84582,612,0.00283470
1742264463.25688291,0.01909055,13667,0.00176170,0.00000000,0,0.00000000,84582,84769,517,0.00250363
1742264463.35658002,0.01915413,13782,0.00160812,0.00000000,0,0.00000000,84769,84876,438,0.00251823
1742264463.45647001,0.01972049,13758,0.00207728,0.00000000,0,0.00000000,84876,85016,536,0.00246104
1742264463.55636311,0.01889642,13795,0.00167788,0.00000000,0,0.00000000,85016,85140,455,0.00250414
1742264463.65630388,0.02091662,13763,0.00198227,0.00000000,0,0.00000000,85140,85307,502,0.00248672
1742264463.75709701,0.02445567,13748,0.00228715,0.00000000,0,0.00000000,85307,85450,492,0.00376723
1742264463.85695601,0.02129772,13758,0.00246558,0.00000000,0,0.00000000,85450,85545,453,0.00254292
1742264463.95715904,0.02355575,13760,0.00202616,0.00000000,0,0.00000000,84923,85055,538,0.00250601
1742264464.05713105,0.02346856,13753,0.00215300,0.00000000,0,0.00000000,85055,85274,581,0.00251101
1742264464.15656400,0.02396248,13751,0.00213164,0.00000000,0,0.00000000,85274,85395,484,0.00258188
1742264464.25673699,0.02388367,13792,0.00248018,0.00000000,0,0.00000000,85395,85498,569,0.00287961
1742264464.35654497,0.02345791,13758,0.00226319,0.00000000,0,0.00000000,85498,85697,572,0.00253799
1742264464.45644689,0.02037451,13776,0.00224265,0.00000000,0,0.00000000,85697,85862,635,0.00250455
1742264464.55668807,0.01948308,13745,0.00170575,0.00000000,0,0.00000000,85862,86110,502,0.00261611
1742264464.65639997,0.01871012,13760,0.00149616,0.00000000,0,0.00000000,86110,86302,434,0.00250982
1742264464.75626898,0.02416231,13742,0.00213798,0.00000000,0,0.00000000,86302,86470,498,0.00251806
1742264464.85609603,0.02411774,13802,0.00190148,0.00000000,0,0.00000000,86470,86669,475,0.00241222
1742264464.95609593,0.02060250,13815,0.00256459,0.00000000,0,0.00000000,86669,86646,487,0.00247592
1742264465.05599594,0.01978267,13831,0.00172838,0.00000000,0,0.00000000,86646,86803,470,0.00251449
1742264465.15585303,0.01616163,13831,0.00071041,0.00000000,0,0.00000000,86803,86866,195,0.00249713
1742264465.25605512,0.02061654,13814,0.00238575,0.00000000,0,0.00000000,86866,87090,680,0.00250131
1742264465.35604906,0.01878118,13830,0.00222471,0.00000000,0,0.00000000,87090,87367,624,0.00249829
1742264465.45685911,0.01785615,13851,0.00198854,0.00000000,0,0.00000000,87367,87480,564,0.00250601
1742264465.55581808,0.01946297,13800,0.00222068,0.00000000,0,0.00000000,87480,87838,734,0.00282681
1742264465.65681195,0.02043513,13766,0.00216045,0.00000000,0,0.00000000,87838,87994,556,0.00245876
1742264465.75652790,0.01954375,13816,0.00215464,0.00000000,0,0.00000000,87994,88127,564,0.00250943
1742264465.85628390,0.01789969,13816,0.00130736,0.00000000,0,0.00000000,88127,88163,253,0.00262970
1742264465.95617509,0.01969209,13792,0.00222932,0.00000000,0,0.00000000,88163,88400,650,0.00322388
1742264466.05675912,0.01774261,13801,0.00203916,0.00000000,0,0.00000000,88400,88586,552,0.00249182
1742264466.15666890,0.01969614,13842,0.00352307,0.00000000,0,0.00000000,88586,88820,702,0.00247857
1742264466.25624108,0.01840546,13824,0.00296862,0.00000000,0,0.00000000,88820,89000,723,0.00249526
1742264466.35634899,0.02265434,13832,0.00255209,0.00000000,0,0.00000000,89000,89260,643,0.00259228
1742264466.45666409,0.01833442,13815,0.00185947,0.00000000,0,0.00000000,89260,89396,485,0.00253575
1742264466.55705190,0.01869806,13820,0.00268884,0.00000000,0,0.00000000,89396,89665,768,0.00251837
1742264466.65619707,0.01825856,13831,0.00220212,0.00000000,0,0.00000000,89665,89871,596,0.00248944
1742264466.75642490,0.02334356,13860,0.00217995,0.00000000,0,0.00000000,89871,90023,515,0.00251493
1742264466.85604405,0.01979077,13836,0.00398687,0.00000000,0,0.00000000,90023,89830,629,0.00247685
1742264466.95577908,0.01796370,13877,0.00216699,0.00000000,0,0.00000000,89830,90046,564,0.00252140
1742264467.05688190,0.01783808,13864,0.00190716,0.00000000,0,0.00000000,90046,90246,530,0.00249317
1742264467.15643191,0.01878541,13850,0.00271748,0.00000000,0,0.00000000,90246,90332,551,0.00252000
1742264467.25639391,0.01840306,13847,0.00207624,0.00000000,0,0.00000000,90332,90459,563,0.00253543
1742264467.35634899,0.02103686,13865,0.00250833,0.00000000,0,0.00000000,90459,90695,689,0.00248863
1742264467.45604110,0.01710623,13865,0.00135593,0.00000000,0,0.00000000,90695,90812,340,0.00244530
1742264467.55661511,0.02045455,13856,0.00275909,0.00000000,0,0.00000000,90812,90915,643,0.00249428
1742264467.65622401,0.02168062,13873,0.00207840,0.00000000,0,0.00000000,90915,91036,476,0.00248104
1742264467.75675702,0.02272619,13880,0.00297937,0.00000000,0,0.00000000,91036,91229,646,0.00249261
1742264467.85638905,0.01953050,13889,0.00285105,0.00000000,0,0.00000000,91229,91464,671,0.00245153
1742264467.95709395,0.02428559,13912,0.00240764,0.00000000,0,0.00000000,91464,91776,654,0.00249826
1742264468.05665302,0.02293456,13912,0.00168340,0.00000000,0,0.00000000,91776,91806,321,0.00248900
1742264468.15638709,0.02507106,13907,0.00326479,0.00000000,0,0.00000000,91806,91857,647,0.00248934
1742264468.25701690,0.01953342,13925,0.00248746,0.00000000,0,0.00000000,91857,91981,657,0.00249530
1742264468.35658908,0.01917859,13942,0.00205909,0.00000000,0,0.00000000,91981,92178,570,0.00249230
1742264468.45676303,0.01981848,13917,0.00222683,0.00000000,0,0.00000000,92178,92355,635,0.00262332
1742264468.55657601,0.01683357,13917,0.00167955,0.00000000,0,0.00000000,92355,92424,316,0.00254377
1742264468.65627503,0.02257000,13947,0.00214177,0.00000000,0,0.00000000,92424,92565,570,0.00247115
1742264468.75598598,0.01808201,13898,0.00202932,0.00000000,0,0.00000000,92565,92788,547,0.00251709
1742264468.85652709,0.01812071,13956,0.00190462,0.00000000,0,0.00000000,92788,92972,521,0.00248176
1742264468.95633292,0.02230175,13871,0.00243553,0.00000000,0,0.00000000,92972,93098,562,0.00252789
1742264469.05667210,0.02229318,13931,0.00230219,0.00000000,0,0.00000000,93098,93236,504,0.00251844
1742264469.15655494,0.01750582,13935,0.00187325,0.00000000,0,0.00000000,93236,93279,465,0.00252265
1742264469.25664711,0.01735633,13946,0.00179666,0.00000000,0,0.00000000,93279,93388,467,0.00246019
1742264469.35596704,0.01921423,13944,0.00170337,0.00000000,0,0.00000000,93388,93532,484,0.00254208
1742264469.45675206,0.01985069,13933,0.00237781,0.00000000,0,0.00000000,93532,93489,572,0.00247804
1742264469.55591512,0.01930925,13979,0.00205047,0.00000000,0,0.00000000,93489,93707,447,0.00252351
1742264469.65598512,0.01817463,13979,0.00120611,0.00000000,0,0.00000000,93707,93651,204,0.00250495
1742264469.75692892,0.02647986,13957,0.00245652,0.00000000,0,0.00000000,93651,93843,520,0.00308547
1742264469.85667610,0.01753697,13998,0.00178860,0.00000000,0,0.00000000,93843,93993,504,0.00256503
1742264469.95576596,0.01776462,13966,0.00196248,0.00000000,0,0.00000000,93993,94136,521,0.00256123
1742264470.05671310,0.01844059,13959,0.00229138,0.00000000,0,0.00000000,94136,94331,666,0.00250742
1742264470.15640306,0.01740642,13969,0.00178747,0.00000000,0,0.00000000,94331,94472,455,0.00336518
1742264470.25599599,0.01929458,13949,0.00176937,0.00000000,0,0.00000000,94472,94560,465,0.00259819
1742264470.35591197,0.02012024,13925,0.00244192,0.00000000,0,0.00000000,94560,94681,524,0.00307044
1742264470.45591307,0.01950239,13924,0.00222835,0.00000000,0,0.00000000,94681,94901,622,0.00251181
1742264470.55576992,0.01953618,13947,0.00218398,0.00000000,0,0.00000000,94901,95085,553,0.00255897
1742264470.65596199,0.01940137,13949,0.00190712,0.00000000,0,0.00000000,95085,95354,599,0.00250285
1742264470.75586510,0.01893219,13949,0.00134441,0.00000000,0,0.00000000,95354,95364,324,0.00257375
1742264470.85584402,0.01978093,13909,0.00214481,0.00000000,0,0.00000000,95364,95562,611,0.00249561
1742264470.95688891,0.02073280,13858,0.00276925,0.00000000,0,0.00000000,95562,95806,714,0.00248262
1742264471.05673909,0.02085537,13881,0.00335760,0.00000000,0,0.00000000,95806,96101,912,0.00249931
1742264471.15579510,0.01957692,13930,0.00228700,0.00000000,0,0.00000000,96101,96296,551,0.00249084
1742264471.25687790,0.01970453,13884,0.00250421,0.00000000,0,0.00000000,96296,96600,708,0.00249155
1742264471.35658312,0.02059551,13886,0.00284516,0.00000000,0,0.00000000,96600,96946,793,0.00249016
1742264471.45680308,0.02058786,13898,0.00265982,0.00000000,0,0.00000000,96946,97150,626,0.00248413
1742264471.55644798,0.01948423,13928,0.00201945,0.00000000,0,0.00000000,97150,97397,593,0.00249673
1742264471.65639997,0.01960196,13887,0.00193902,0.00000000,0,0.00000000,97397,97614,543,0.00247637
1742264471.75617194,0.02377070,13896,0.00221441,0.00000000,0,0.00000000,97614,97710,464,0.00250074
1742264471.85610604,0.02365978,13898,0.00209568,0.00000000,0,0.00000000,97710,97914,494,0.00255461
1742264471.95616603,0.01932003,13921,0.00170976,0.00000000,0,0.00000000,97914,98078,498,0.00256301
1742264472.05598688,0.02453760,13924,0.00245437,0.00000000,0,0.00000000,98078,98265,602,0.00245147
1742264472.15656209,0.02601146,13899,0.00350053,0.00000000,0,0.00000000,98265,98424,541,0.00251675
1742264472.25639391,0.02428061,13926,0.00220533,0.00000000,0,0.00000000,98424,98585,547,0.00246652
1742264472.35621190,0.02018952,13926,0.00230039,0.00000000,0,0.00000000,98585,98687,221,0.00252011
1742264472.45603991,0.02035408,13969,0.00245327,0.00000000,0,0.00000000,98687,98402,646,0.00250881
1742264472.55635405,0.01695348,13969,0.00135958,0.00000000,0,0.00000000,98402,98521,336,0.00251415
1742264472.65618300,0.02058600,13992,0.00251983,0.00000000,0,0.00000000,98521,98798,717,0.00248248
1742264472.75597501,0.01846389,14008,0.00234156,0.00000000,0,0.00000000,98798,98976,594,0.00248931
1742264472.85610199,0.01826173,13998,0.00225655,0.00000000,0,0.00000000,98976,99074,557,0.00244081
1742264472.95691490,0.01968350,13986,0.00198198,0.00000000,0,0.00000000,99074,99347,612,0.00249042
1742264473.05658507,0.01778547,13986,0.00142158,0.00000000,0,0.00000000,99347,99364,290,0.00249875
1742264473.15673900,0.02306966,13996,0.00226260,0.00000000,0,0.00000000,99364,99515,627,0.00268927
1742264473.25617194,0.01785251,14010,0.00193926,0.00000000,0,0.00000000,99515,99732,582,0.00250617
1742264473.35624194,0.02116844,13996,0.00379554,0.00000000,0,0.00000000,99732,100014,699,0.00251743
1742264473.45603800,0.01976523,14040,0.00199183,0.00000000,0,0.00000000,100014,100302,579,0.00248841
1742264473.55601406,0.01705918,14040,0.00143890,0.00000000,0,0.00000000,100302,100334,280,0.00249079
1742264473.65668702,0.02053767,14019,0.00224537,0.00000000,0,0.00000000,100334,100557,635,0.00248002
1742264473.75655699,0.01864889,13989,0.00250046,0.00000000,0,0.00000000,100557,100674,560,0.00250180
1742264473.85639095,0.01849341,14061,0.00185560,0.00000000,0,0.00000000,100674,100900,536,0.00247826
1742264473.95617509,0.02746605,14022,0.00472582,0.00000000,0,0.00000000,100900,101153,602,0.00266524
1742264474.05701590,0.02558045,14022,0.00169646,0.00000000,0,0.00000000,101153,100161,294,0.00245374
1742264474.15679407,0.02056486,14051,0.00238661,0.00000000,0,0.00000000,100161,100492,708,0.00251410
1742264474.25646591,0.02499278,14045,0.00275465,0.00000000,0,0.00000000,100492,100769,670,0.00249653
1742264474.35686398,0.01989995,14087,0.00201869,0.00000000,0,0.00000000,100769,101087,607,0.00251597
1742264474.45618892,0.01748096,14087,0.00124884,0.00000000,0,0.00000000,101087,101166,306,0.00253443
1742264474.55603909,0.02093000,14013,0.00294767,0.00000000,0,0.00000000,101166,101334,770,0.00249749
1742264474.65605307,0.02077516,14081,0.00272715,0.00000000,0,0.00000000,101334,101687,788,0.00250055
1742264474.75654197,0.01830486,14081,0.00191812,0.00000000,0,0.00000000,101687,101711,362,0.00249660
1742264474.85655999,0.02035786,14098,0.00248878,0.00000000,0,0.00000000,101711,101939,684,0.00250435
1742264474.95666599,0.02373762,14091,0.00299127,0.00000000,0,0.00000000,101939,102134,585,0.00252964
1742264475.05633497,0.02063251,14113,0.00241873,0.00000000,0,0.00000000,102134,102412,708,0.00251577
1742264475.15644598,0.01766943,14113,0.00140333,0.00000000,0,0.00000000,102412,102506,353,0.00252638
1742264475.25609899,0.02117350,14092,0.00269238,0.00000000,0,0.00000000,102506,102758,679,0.00252571
1742264475.35607100,0.02246252,14092,0.00165745,0.00000000,0,0.00000000,102758,102759,342,0.00249509
1742264475.45698690,0.02013507,14128,0.00190637,0.00000000,0,0.00000000,102759,103049,595,0.00251277
1742264475.55620790,0.02043638,14120,0.00226943,0.00000000,0,0.00000000,103049,103225,601,0.00252832
1742264475.65618491,0.01913159,14120,0.00126955,0.00000000,0,0.00000000,103225,103280,316,0.00251306
1742264475.75613809,0.02076582,14140,0.00235963,0.00000000,0,0.00000000,103280,103468,666,0.00245996
1742264475.85618806,0.01955271,14123,0.00283872,0.00000000,0,0.00000000,103468,103642,744,0.00255893
1742264475.95645905,0.01917804,14164,0.00228683,0.00000000,0,0.00000000,103642,103852,635,0.00246741
1742264476.05682206,0.01896845,14160,0.00234659,0.00000000,0,0.00000000,103852,104108,724,0.00259411
1742264476.15679097,0.01939281,14163,0.00271820,0.00000000,0,0.00000000,104108,104221,668,0.00250821
1742264476.25668597,0.01969088,14163,0.00268510,0.00000000,0,0.00000000,104221,104383,694,0.00250367
1742264476.35650492,0.02070469,14243,0.00301322,0.00000000,0,0.00000000,104383,104540,719,0.00250445
1742264476.45665407,0.01890294,14159,0.00187502,0.00000000,0,0.00000000,104540,104719,511,0.00256377
1742264476.55653405,0.01943072,14206,0.00220569,0.00000000,0,0.00000000,104719,104868,545,0.00253697
1742264476.65625811,0.01906512,14195,0.00179255,0.00000000,0,0.00000000,104868,105028,491,0.00247075
1742264476.75704002,0.02444564,14218,0.00296062,0.00000000,0,0.00000000,105028,105229,690,0.00255401
1742264476.85611010,0.02203373,14218,0.00195054,0.00000000,0,0.00000000,105229,105266,302,0.00252178
1742264476.95625806,0.02166639,14199,0.00242819,0.00000000,0,0.00000000,105266,105514,708,0.00250814
1742264477.05604601,0.02386095,14214,0.00239056,0.00000000,0,0.00000000,105514,105726,600,0.00255420
1742264477.15685511,0.02182474,14224,0.00254267,0.00000000,0,0.00000000,105726,106000,651,0.00250839
1742264477.25658488,0.02112224,14207,0.00206677,0.00000000,0,0.00000000,106000,106140,532,0.00253241
1742264477.35653090,0.02126294,14187,0.00237877,0.00000000,0,0.00000000,106140,106381,697,0.00277065
1742264477.45625997,0.01951094,14187,0.00134852,0.00000000,0,0.00000000,106381,106420,314,0.00254413
1742264477.55667305,0.02126853,14206,0.00227384,0.00000000,0,0.00000000,106420,106670,671,0.00261201
1742264477.65595102,0.02111002,14200,0.00385399,0.00000000,0,0.00000000,106670,106852,582,0.00259555
1742264477.75650096,0.02447630,14227,0.00257049,0.00000000,0,0.00000000,105889,106057,505,0.00254298
1742264477.85655808,0.02425513,14248,0.00256062,0.00000000,0,0.00000000,106057,106282,527,0.00286834
1742264477.95645404,0.02419889,14257,0.00258095,0.00000000,0,0.00000000,106282,106477,486,0.00257496
1742264478.05654192,0.02351501,14214,0.00215829,0.00000000,0,0.00000000,106477,106670,497,0.00266043
1742264478.15642405,0.01883933,14215,0.00186798,0.00000000,0,0.00000000,106670,106894,519,0.00333420
1742264478.25614905,0.02040581,14249,0.00226901,0.00000000,0,0.00000000,106894,107006,504,0.00284903
1742264478.35597205,0.02305096,14212,0.00223319,0.00000000,0,0.00000000,107006,107172,545,0.00306565
1742264478.45588493,0.01955633,14202,0.00209944,0.00000000,0,0.00000000,107172,107380,595,0.00298760
1742264478.55675793,0.01921915,14217,0.00222905,0.00000000,0,0.00000000,107380,107565,621,0.00281952
1742264478.65615296,0.01919436,14216,0.00197418,0.00000000,0,0.00000000,107565,107689,480,0.00300808
1742264478.75628495,0.02363146,14209,0.00283299,0.00000000,0,0.00000000,107689,107848,565,0.00281875
1742264478.85591602,0.02001517,14209,0.00121551,0.00000000,0,0.00000000,107848,107841,259,0.00299510
1742264478.95678210,0.02564050,14211,0.00274976,0.00000000,0,0.00000000,107841,108046,668,0.00295146
1742264479.05647802,0.01981821,14207,0.00188890,0.00000000,0,0.00000000,108046,108267,558,0.00355943
1742264479.15609503,0.01963672,14240,0.00252667,0.00000000,0,0.00000000,108267,108463,666,0.00284591
1742264479.25651407,0.02120496,14232,0.00206872,0.00000000,0,0.00000000,108463,108653,571,0.00287490
1742264479.35626507,0.01864130,14232,0.00111607,0.00000000,0,0.00000000,108653,108695,265,0.00305443
1742264479.45625901,0.02158595,14252,0.00241734,0.00000000,0,0.00000000,108695,108887,688,0.00278393
1742264479.55625892,0.01967537,14252,0.00126093,0.00000000,0,0.00000000,108887,108978,306,0.00284708
1742264479.65588188,0.02242124,14216,0.00216214,0.00000000,0,0.00000000,108978,109163,647,0.00277794
1742264479.75678492,0.02453022,14250,0.00187146,0.00000000,0,0.00000000,109163,109360,495,0.00312160
1742264479.85629010,0.02207656,14281,0.00276472,0.00000000,0,0.00000000,109360,109387,630,0.00280984
1742264479.95604610,0.02276255,14304,0.00302230,0.00000000,0,0.00000000,109387,109701,796,0.00314789
1742264480.05598688,0.02319698,14261,0.00268256,0.00000000,0,0.00000000,109701,109944,706,0.00281314
1742264480.15667105,0.02146374,14261,0.00199292,0.00000000,0,0.00000000,109944,109970,327,0.00412721
1742264480.25666404,0.03278760,14273,0.00458536,0.00000000,0,0.00000000,109970,110293,953,0.00287978
1742264480.35637593,0.03087978,14296,0.00447793,0.00000000,0,0.00000000,110293,110514,780,0.00297845
1742264480.45636010,0.02501628,14313,0.00345257,0.00000000,0,0.00000000,110514,110824,799,0.00296783
1742264480.55632091,0.02314803,14309,0.00259587,0.00000000,0,0.00000000,110824,111053,603,0.00298241
1742264480.65631700,0.02518825,14283,0.00266133,0.00000000,0,0.00000000,111053,111310,645,0.00280596
1742264480.75624108,0.02513188,14306,0.00291641,0.00000000,0,0.00000000,111310,111418,604,0.00288039
1742264480.85627294,0.02566939,14323,0.00288460,0.00000000,0,0.00000000,111418,111732,704,0.00278689
1742264480.95611811,0.02592474,14356,0.00345307,0.00000000,0,0.00000000,111732,111927,719,0.00278291
1742264481.05601311,0.02180543,14356,0.00234403,0.00000000,0,0.00000000,111927,111902,337,0.00277394
1742264481.15596199,0.03101275,14307,0.00361254,0.00000000,0,0.00000000,111902,112117,624,0.00303562
1742264481.25613999,0.02327439,14301,0.00269960,0.00000000,0,0.00000000,112117,112318,647,0.00275735
1742264481.35677695,0.02410938,14318,0.00339743,0.00000000,0,0.00000000,112318,112510,667,0.00301650
1742264481.45597100,0.02874465,14328,0.00290072,0.00000000,0,0.00000000,112510,112703,568,0.00286393
1742264481.55604196,0.02246297,14280,0.00217431,0.00000000,0,0.00000000,112703,112844,499,0.00300019
1742264481.65599895,0.02470380,14295,0.00372833,0.00000000,0,0.00000000,112844,112871,725,0.00281438
1742264481.75598097,0.02306045,14289,0.00243098,0.00000000,0,0.00000000,112871,113114,567,0.00281419
1742264481.85691190,0.02328143,14274,0.00286515,0.00000000,0,0.00000000,113114,113258,570,0.00282346
1742264481.95690799,0.02486756,14283,0.00308240,0.00000000,0,0.00000000,113258,113481,659,0.00291017
1742264482.05671597,0.02359959,14284,0.00267912,0.00000000,0,0.00000000,113481,113550,469,0.00304481
1742264482.15646410,0.03243829,14258,0.00543815,0.00000000,0,0.00000000,113550,114003,714,0.00288054
1742264482.25616288,0.02578349,14245,0.00288745,0.00000000,0,0.00000000,112924,113348,727,0.00278897
1742264482.35685205,0.02212314,14245,0.00179468,0.00000000,0,0.00000000,113348,113488,351,0.00279831
1742264482.45659709,0.02703032,14257,0.00360325,0.00000000,0,0.00000000,113488,114016,929,0.00284037
1742264482.55654907,0.02285775,14280,0.00247267,0.00000000,0,0.00000000,114016,114281,599,0.00304208
1742264482.65604210,0.02276439,14253,0.00298795,0.00000000,0,0.00000000,114281,114599,685,0.00311335
1742264482.75615501,0.02371691,14261,0.00368454,0.00000000,0,0.00000000,114599,114939,771,0.00286680
1742264482.85681009,0.02462005,14197,0.00277902,0.00000000,0,0.00000000,114939,115128,611,0.00283988
1742264482.95658112,0.02277872,14246,0.00252501,0.00000000,0,0.00000000,115128,115339,535,0.00286043
1742264483.05593896,0.02787562,14228,0.00250755,0.00000000,0,0.00000000,115339,115527,491,0.00301973
1742264483.15685010,0.02274285,14252,0.00246049,0.00000000,0,0.00000000,115527,115724,520,0.00282395
1742264483.25661302,0.02868453,14175,0.00294058,0.00000000,0,0.00000000,115724,115911,531,0.00280420
1742264483.35600400,0.02349674,14224,0.00283923,0.00000000,0,0.00000000,115911,116120,634,0.00352808
1742264483.45606804,0.02964651,14215,0.00348284,0.00000000,0,0.00000000,116120,116278,636,0.00281549
1742264483.55601406,0.02296517,14189,0.00243254,0.00000000,0,0.00000000,116278,116472,554,0.00315671
1742264483.65707302,0.02371704,14190,0.00273904,0.00000000,0,0.00000000,116472,116576,503,0.00305906
1742264483.75689006,0.02422826,14144,0.00196817,0.00000000,0,0.00000000,116576,116749,509,0.00323657
1742264483.85657406,0.02726811,14196,0.00231639,0.00000000,0,0.00000000,116749,116872,469,0.00297852
1742264483.95633698,0.02272862,14214,0.00238220,0.00000000,0,0.00000000,116872,116951,459,0.00289514
1742264484.05651498,0.02252597,14165,0.00215271,0.00000000,0,0.00000000,116951,117021,445,0.00289403
1742264484.15637493,0.02325808,14136,0.00225354,0.00000000,0,0.00000000,117021,117173,516,0.00284881
1742264484.25703001,0.02368555,14137,0.00223538,0.00000000,0,0.00000000,117173,117362,599,0.00285621
1742264484.35672903,0.02352938,14161,0.00252718,0.00000000,0,0.00000000,117362,117622,630,0.00327694
1742264484.45615292,0.02971626,14159,0.00373366,0.00000000,0,0.00000000,117622,117876,759,0.00284212
1742264484.55630493,0.02845255,14090,0.00295901,0.00000000,0,0.00000000,117876,118120,650,0.00304632
1742264484.65624595,0.02884863,14053,0.00279716,0.00000000,0,0.00000000,118120,118332,573,0.00288437
1742264484.75601411,0.02338098,14151,0.00257571,0.00000000,0,0.00000000,118332,118530,570,0.00291828
1742264484.85667896,0.02388463,14132,0.00261865,0.00000000,0,0.00000000,118530,118754,597,0.00287733
1742264484.95661807,0.02425219,14168,0.00318644,0.00000000,0,0.00000000,118754,119061,779,0.00308878
