0.774436,0.319756,0.545899,0.086204,
-0.545442,0.774635,0.320051,-0.023459,
-0.320534,-0.545616,0.774314,0.027013,
0.000000,0.000000,0.000000,1742264432.156225920
0.694369,0.631955,-0.344216,4.160128,
-0.347390,0.713271,0.608740,-0.312162,
0.630216,-0.303113,0.714808,0.084303,
0.000000,0.000000,0.000000,1742264436.955491066
0.651993,0.670876,-0.353313,8.186951,
-0.357224,0.682806,0.637312,-1.288152,
0.668802,-0.289311,0.684838,0.105687,
0.000000,0.000000,0.000000,1742264441.956147194
0.601591,0.712410,-0.361331,11.948500,
-0.367523,0.648471,0.666642,-2.747242,
0.709235,-0.268249,0.651942,0.103149,
0.000000,0.000000,0.000000,1742264446.655813932
0.473324,0.795091,-0.379202,15.345259,
-0.384787,0.573854,0.722932,-4.947534,
0.792403,-0.196269,0.577560,0.083850,
0.000000,0.000000,0.000000,1742264451.756239176
0.363840,0.847048,-0.387466,17.937155,
-0.397322,0.517368,0.757935,-8.023870,
0.842470,-0.121818,0.524790,-0.007209,
0.000000,0.000000,0.000000,1742264456.355678082
0.305953,0.868123,-0.390838,19.391336,
-0.403720,0.490090,0.772542,-10.312466,
0.862208,-0.078573,0.500424,-0.082845,
0.000000,0.000000,0.000000,1742264459.455558062
0.297189,0.871081,-0.391019,19.538174,
-0.403566,0.485739,0.775366,-10.703094,
0.865340,-0.072629,0.495895,-0.075134,
0.000000,0.000000,0.000000,1742264459.956087112
0.297649,0.870996,-0.390859,19.781857,
-0.404529,0.485912,0.774755,-11.171151,
0.864732,-0.072492,0.496975,-0.092679,
0.000000,0.000000,0.000000,1742264460.555681229
0.297449,0.871352,-0.390218,19.991333,
-0.404444,0.485233,0.775225,-11.556969,
0.864841,-0.072769,0.496745,-0.103682,
0.000000,0.000000,0.000000,1742264461.056253195
0.297862,0.871606,-0.389334,20.234875,
-0.404691,0.484678,0.775443,-12.028618,
0.864583,-0.073415,0.497099,-0.102829,
0.000000,0.000000,0.000000,1742264461.656019211
0.300690,0.871024,-0.388463,20.497322,
